,question,context,context_len,options,answer,answer_idx,explanation,facts,patient,specialty
106,Which of the following processes is most likely targeted by this drug?,"['An investigator is studying an experimental treatment for HIV infection that inhibits the maturation of new HIV virions.', 'Patients who are taking the drug are observed for several years and side effects are recorded.', 'A correlation is established between the drug and the development of impaired glucose tolerance.', 'In addition, a significant portion of the patients who take the drug for several years shows increased fat accumulation in the neck with loss of subcutaneous fat in the face and extremities.']",4,"{'A': 'Viral entry into host cell', 'B': 'Viral polypeptide cleavage', 'C': 'Viral budding from host cells', 'D': 'Reverse transcription of viral RNA'}",Viral polypeptide cleavage,B,,"['1. An investigator is studying an experimental treatment for HIV infection.', '2. The treatment inhibits the maturation of new HIV virions.', '3. Patients who are taking the drug are observed for several years.', '4. Side effects are recorded.', '5. A correlation is established between the drug and the development of impaired glucose tolerance.', '6. A significant portion of the patients who take the drug for several years shows increased fat accumulation in the neck.', '7. There is loss of subcutaneous fat in the face and extremities.']","{'gender': 'study', 'age': 'study', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
107,Which of the following best describes the mechanism of development of these skin lesions in this patient?,"['A 56-year-old man presents to an initial visit to his primary care physician complaining of excessive fatigue, weight loss, and increased abdominal girth.', 'He drinks about 2–4 glasses of wine with dinner and recalls having abnormal liver enzymes in the past.', 'He has a remote history of intravenous drug use.', 'Physical examination reveals shifting dullness, firm liver, and splenomegaly.', 'The skin lesion in this photo is present in on the face, arms, and upper trunk of the patient.']",5,"{'A': 'Anastomoses between portal vein tributaries and the arterial system', 'B': 'Hormonal imbalance', 'C': 'Coagulation defects', 'D': 'Increase in serum ammonia'}",Hormonal imbalance,B,,"['1. A 56-year-old man presents to an initial visit to his primary care physician.', '2. He is complaining of excessive fatigue, weight loss, and increased abdominal girth.', '3. He drinks about 2–4 glasses of wine with dinner.', '4. He recalls having abnormal liver enzymes in the past.', '5. He has a remote history of intravenous drug use.', '6. Physical examination reveals shifting dullness, firm liver, and splenomegaly.', '7. There is a skin lesion present on the face, arms, and upper trunk of the patient.']","{'gender': 'Male', 'age': '56', 'specialties': ['Internal Medicine'], 'subspecialties': ['Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
108,Which of the following is the most likely diagnosis?,"['A 44-year-old man presents to the emergency department due to sudden chest pain and difficulty breathing for the past 3 hours.', 'The pain is felt in the retrosternal area and radiates up to his left shoulder and arm; it worsens on inspiration, and is relieved when he is leaning forward.', 'His heart rate is 61/min, respiratory rate is 16/min, temperature is 36.5°C (97.7°F), and blood pressure is 115/78 mm Hg.', 'Physical examination shows no abnormalities.', 'Pericardial friction rub is heard on auscultation.', 'Laboratory results show elevated erythrocyte sedimentation rate (ESR) and C-reactive protein (CRP) levels.', 'An ECG is performed.']",7,"{'A': 'Acute pericarditis', 'B': 'Aortic stenosis', 'C': 'Infective endocarditis', 'D': 'Myocardial infarction'}",Acute pericarditis,A,,"['1. A 44-year-old man presents to the emergency department.', '2. He has had sudden chest pain and difficulty breathing for the past 3 hours.', '3. The pain is felt in the retrosternal area and radiates up to his left shoulder and arm.', '4. The pain worsens on inspiration and is relieved when he is leaning forward.', '5. His heart rate is 61/min, respiratory rate is 16/min, temperature is 36.5°C (97.7°F), and blood pressure is 115/78 mm Hg.', '6. Physical examination shows no abnormalities.', '7. Pericardial friction rub is heard on auscultation.', '8. Laboratory results show elevated erythrocyte sedimentation rate (ESR) and C-reactive protein (CRP) levels.', '9. An ECG is performed.']","{'gender': 'Male', 'age': '44', 'specialties': ['Internal Medicine', 'Emergency Medicine'], 'subspecialties': ['Cardiovascular Disease', 'General Emergency Medicine'], 'specialty_prob': [0.6666666666666666, 0.3333333333333333], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
111,What is the most likely pathological process seen in this type of infection?,"['A 20-year-old man presents to an outpatient clinic with complaints of fever and sweating for 2 months.', 'He says that he does not have the same appetite as before.', 'He lost 2.7 kg (6.0 lb) in the last 2 months.', 'He also complains of pleuritic chest pain and difficulty breathing, which is not nocturnal and is unrelated to position.', 'He has had a mild cough for several months.', 'On examination, the patient is afebrile with normal auscultatory findings.', 'A chest X-ray reveals a right upper lobe homogeneous density.', 'Ziehl-Neelsen staining of sputum shows Mycobacterium tuberculosis.']",8,"{'A': 'Caseous necrosis', 'B': 'Liquefactive necrosis', 'C': 'Fat necrosis', 'D': 'Fibrinoid necrosis'}",Caseous necrosis,A,,"['1. Patient is a 20-year-old man.', '2. Patient has had fever and sweating for 2 months.', '3. Patient has decreased appetite.', '4. Patient has lost 2.7 kg (6.0 lb) in the last 2 months.', '5. Patient has pleuritic chest pain and difficulty breathing.', ""6. Patient's chest pain and difficulty breathing is not nocturnal and is unrelated to position."", '7. Patient has had a mild cough for several months.', '8. Patient is afebrile with normal auscultatory findings on examination.', '9. Chest X-ray reveals a right upper lobe homogeneous density.', '10. Ziehl-Neelsen staining of sputum shows Mycobacterium tuberculosis.']","{'gender': 'Male', 'age': '20 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
112,Which of the following deposits would most likely be detected on the renal biopsy in this patient?,"['A 72-year-old man is diagnosed with multiple myeloma.', 'His blood work shows mild anemia and urinalysis detects proteinuria at a level of 670 mg/24 h.', 'A kidney biopsy is performed.']",3,"{'A': 'Аβ amyloid', 'B': 'Calcitonin', 'C': 'AL amyloid', 'D': 'Mutated transthyretin'}",AL amyloid,C,,"['1. A 72-year-old man is diagnosed with multiple myeloma.', '2. His blood work shows mild anemia.', '3. Urinalysis detects proteinuria at a level of 670 mg/24 h.', '4. A kidney biopsy is performed.']","{'gender': 'Male', 'age': '72', 'specialties': ['Internal Medicine', 'Pathology'], 'subspecialties': ['Medical Oncology', 'Renal Pathology'], 'specialty_prob': [0.6666666666666666, 0.3333333333333333], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Pathology'}",Internal Medicine
114,Which of the following explains these findings?,"['A 28-year-old woman presents to the clinic with 2 months of palpitations, tremor, heat intolerance, insomnia, and loose bowel movements.', 'She has lost 20 kg (44 lb).', 'A physical examination indicates that the body temperature is 37.8°C (100.0°F), the heart rate is 120/min, and the blood pressure is 130/80 mm Hg.', 'The examination also reveals that a moderately-sized diffuse goiter and a bruit were present.', 'She was agitated and experienced a fine tremor with warm moist palms; she also had increased deep tendon reflexes.', 'No exophthalmos was noted.', 'The laboratory tests revealed TSH < 0.01 mIU/L (normal: 0.5–4.0 mIU/L), T4: 57 pmol/L (normal: 10–25 pmol/L), T3: 24 pmol/L (normal 3.1–5.4 pmol/L).', 'Complete blood count was normal.', 'A thyroid scan demonstrated diffusely increased uptake.', 'A high level of thyroid-stimulating immunoglobulin antibodies was detected.']",10,"{'A': 'Exogenous thyroxine intake', 'B': 'Graves’ disease', 'C': 'Hashimoto’s thyroiditis', 'D': 'Pregnancy'}",Graves’ disease,B,,"['1. A 28-year-old woman presents to the clinic with 2 months of palpitations, tremor, heat intolerance, insomnia, and loose bowel movements.', '2. She has lost 20 kg (44 lb).', '3. A physical examination indicates that the body temperature is 37.8°C (100.0°F).', '4. The heart rate is 120/min.', '5. The blood pressure is 130/80 mm Hg.', '6. The examination also reveals that a moderately-sized diffuse goiter and a bruit were present.', '7. She was agitated and experienced a fine tremor with warm moist palms.', '8. She also had increased deep tendon reflexes.', '9. No exophthalmos was noted.', '10. The laboratory tests revealed TSH < 0.01 mIU/L (normal: 0.5–4.0 mIU/L).', '11. T4: 57 pmol/L (normal: 10–25 pmol/L).', '12. T3: 24 pmol/L (normal 3.1–5.4 pmol/L).', '13. Complete blood count was normal.', '14. A thyroid scan demonstrated diffusely increased uptake.', '15. A high level of thyroid-stimulating immunoglobulin antibodies was detected.']","{'gender': 'Female', 'age': '28 years old', 'specialties': ['Internal Medicine', 'Endocrinology, Diabetes, and Metabolism'], 'subspecialties': ['Endocrinology, Diabetes, and Metabolism', 'General Endocrinology'], 'specialty_prob': [0.6, 0.4], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
115,"Which of the following is the most likely underlying cause of this patient's symptoms?""","['A 45-year-old woman comes to the physician because of fatigue and irregular menstrual cycles for the past year.', 'She also complains of recurrent sinus infections.', 'During the past 6 months, she has had increased urinary frequency and swelling of her feet.', 'She has also had difficulty lifting her 3-year-old niece for the past 3 weeks.', 'She was recently diagnosed with depression.', 'She works as a medical assistant.', 'The patient has smoked one half-pack of cigarettes daily for 25 years and drinks four beers on the weekends.', 'Her only medication is escitalopram.', 'She is 160 cm (5 ft 3 in) tall and weighs 79 kg (175 lb); BMI is 31 kg/m2.', 'She appears tired.', 'Her temperature is 37°C (98.6°F), pulse is 80/min, respirations are 18/min, and blood pressure is 140/82 mm Hg.', 'Physical examinations shows neck obesity and an enlarged abdomen.', 'Examination of the skin shows multiple bruises on her arms and legs.', 'There is generalized weakness and atrophy of the proximal muscles.', 'Laboratory studies show: | Serum | Na+ 150 mEq/L | K+ 3.0 mEq/L | Cl- 103 mEq/L | HCO3- 30 mEq/L | Urea nitrogen 19 mg/dL | Creatinine 0.9 mg/dL | Glucose 136 mg/dL | A 1 mg overnight dexamethasone suppression test shows a serum cortisol of 167 nmol/L (N < 50) and a 24-hour urinary cortisol is 425 μg (N < 300 μg).', 'Serum ACTH is 169 pg/mL (N = 7–50).', 'Subsequently, a high-dose dexamethasone suppression test shows a serum cortisol level of 164 nmol/L (N < 50).']",17,"{'A': 'Adrenal carcinoma', 'B': 'Hypothyroidism', 'C': 'Small cell lung cancer', 'D': 'Adrenal adenoma'}",Small cell lung cancer,C,,"['1. Patient is a 45-year-old woman.', '2. Patient has been experiencing fatigue and irregular menstrual cycles for the past year.', '3. Patient has had recurrent sinus infections.', '4. Patient has had increased urinary frequency and swelling of her feet for the past 6 months.', '5. Patient has had difficulty lifting her 3-year-old niece for the past 3 weeks.', '6. Patient was recently diagnosed with depression.', '7. Patient works as a medical assistant.', '8. Patient has smoked one half-pack of cigarettes daily for 25 years.', '9. Patient drinks four beers on the weekends.', ""10. Patient's only medication is escitalopram."", '11. Patient is 160 cm (5 ft 3 in) tall.', '12. Patient weighs 79 kg (175 lb); BMI is 31 kg/m2.', '13. Patient appears tired.', ""14. Patient's temperature is 37°C (98.6°F)."", ""15. Patient's pulse is 80/min."", ""16. Patient's respirations are 18/min."", ""17. Patient's blood pressure is 140/82 mm Hg."", '18. Physical examinations shows neck obesity and an enlarged abdomen.', '19. Examination of the skin shows multiple bruises on her arms and legs.', '20. There is generalized weakness and atrophy of the proximal muscles.', '21. Serum Na+ is 150 mEq/L.', '22. Serum K+ is 3.0 mEq/L.', '23. Serum Cl- is 103 mEq/L.', '24. Serum HCO3- is 30 mEq/L.', '25. Serum urea nitrogen is 19 mg/dL.', '26. Serum creatinine is 0.9 mg/dL.', '27. Serum glucose is 136 mg/dL.', '28. A 1 mg overnight dexamethasone suppression test shows a serum cortisol of 167 nmol/L (N < 50).', '29. 24-hour urinary cortisol is 425 μg (N < 300 μg).', '30. Serum ACTH is 169 pg/mL (N = 7–50).', '31. High-dose dexamethasone suppression test shows a serum cortisol level of 164 nmol/L (N < 50).']","{'gender': 'Female', 'age': '45', 'specialties': ['Internal Medicine'], 'subspecialties': ['Endocrinology, Diabetes, and Metabolism'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
116,Which of the following is the most likely etiology of this patient’s condition?,"['A 43-year-old woman presents with left calf pain.', 'She denies any previous episodes of such pain.', 'Past medical history is significant for cervical carcinoma treated with cryosurgery with no evidence of recurrence.', 'Current medications are an estrogen-containing oral contraceptive and a multivitamin.', 'The patient reports a 40-pack-year smoking history, but no alcohol or recreational drug use.', 'The patient is afebrile and her vital signs are within normal limits.', 'On physical examination, her left calf is swollen, erythematous, and tender to palpation.', 'A D-dimer level is positive.']",8,"{'A': 'Fibromyalgia', 'B': 'Oral contraceptives', 'C': 'Protein C deficiency', 'D': 'Protein S deficiency'}",Oral contraceptives,B,,"['1. Patient is 43 years old.', '2. Patient presents with left calf pain.', '3. Patient denies any previous episodes of such pain.', '4. Patient has past medical history of cervical carcinoma treated with cryosurgery with no evidence of recurrence.', '5. Patient is currently taking an estrogen-containing oral contraceptive and a multivitamin.', '6. Patient has a 40-pack-year smoking history, but no alcohol or recreational drug use.', '7. Patient is afebrile and her vital signs are within normal limits.', '8. On physical examination, her left calf is swollen, erythematous, and tender to palpation.', '9. D-dimer level is positive.']","{'gender': 'Female', 'age': '43', 'specialties': ['Internal Medicine', 'Orthopaedic Surgery'], 'subspecialties': ['Orthopaedic Sports Medicine', 'General Internal Medicine', 'Vascular Medicine'], 'specialty_prob': [0.6666666666666666, 0.3333333333333333], 'subspecialty_prob': [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
117,Which of the following is the most likely etiology of this patient's symptoms?,"['A 29-year-old woman presents to her primary care physician with worsening fatigue and lightheadedness over the past several months.', 'She states that she has felt easily fatigued and has experienced several falls during this time frame as well.', 'She drinks 5 to 8 drinks per day and works as a waitress.', 'Her temperature is 98.2°F (36.8°C), blood pressure is 114/64 mmHg, pulse is 98/min, respirations are 12/min, and oxygen saturation is 98% on room air.', 'Laboratory studies are ordered as seen below. |  | Hemoglobin: 9.0 g/dL | Hematocrit: 29% | Leukocyte count: 6,700/mm^3 with normal differential | Platelet count: 199,400/mm^3 | Methylymalonic acid: 1.0 umol/L (normal < 0.40 umol/L) |  | .']",5,"{'A': 'Alcohol use', 'B': 'Folate deficiency', 'C': 'Iron deficiency', 'D': 'Vitamin B12 deficiency'}",Vitamin B12 deficiency,D,,"['1. Patient is a 29-year-old female.', '2. Patient has been experiencing worsening fatigue and lightheadedness over the past several months.', '3. Patient has felt easily fatigued and has experienced several falls during this time frame.', '4. Patient drinks 5 to 8 drinks per day and works as a waitress.', ""5. Patient's temperature is 98.2°F (36.8°C)."", ""6. Patient's blood pressure is 114/64 mmHg."", ""7. Patient's pulse is 98/min."", ""8. Patient's respirations are 12/min."", ""9. Patient's oxygen saturation is 98% on room air."", '10. Laboratory studies show hemoglobin of 9.0 g/dL.', '11. Laboratory studies show hematocrit of 29%.', '12. Laboratory studies show leukocyte count of 6,700/mm^3 with normal differential.', '13. Laboratory studies show platelet count of 199,400/mm^3.', '14. Laboratory studies show methylymalonic acid of 1.0 umol/L (normal < 0.40 umol/L).']","{'gender': 'Female', 'age': '29', 'specialties': ['Internal Medicine'], 'subspecialties': ['Hematology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
118,Which of the following laboratory tests should be performed in this patient prior to initiating treatment?,"['A 32-year-old man from the Czech Republic is brought to the emergency department by his girlfriend with a 2-day history of yellowing of the skin.', 'His girlfriend also reports a several-week history of anorexia, nausea without vomiting, and diffuse low-grade abdominal pain.', 'He is a frequent injection drug user.', 'His temperature is 38.1°C (100.6°F).', 'He is grossly confused and somnolent.', 'Physical examination is notable for scleral icterus and diffuse jaundice; when asked to hold his hands in wrist extension, a flapping movement is observed.', 'Liver function tests show alanine aminotransferase 1,830 U/L, aspartate aminotransferase 1,377 U/L, and direct bilirubin 15 mg/dL.', 'Coagulation studies reveal an international normalized ratio of 3.8.', 'On serological testing, HBsAg is positive, and HBsAb is negative.']",9,"{'A': 'Hepatitis D serologies', 'B': 'HIV ELISA', 'C': 'PPD skin test', 'D': 'Lumbar puncture'}",Hepatitis D serologies,A,,"['1. A 32-year-old man from the Czech Republic is brought to the emergency department by his girlfriend. ', '2. His girlfriend reports a 2-day history of yellowing of the skin and a several-week history of anorexia, nausea without vomiting, and diffuse low-grade abdominal pain. ', '3. He is a frequent injection drug user. ', '4. His temperature is 38.1°C (100.6°F). ', '5. He is grossly confused and somnolent. ', '6. Physical examination is notable for scleral icterus and diffuse jaundice. ', '7. When asked to hold his hands in wrist extension, a flapping movement is observed. ', '8. Liver function tests show alanine aminotransferase 1,830 U/L, aspartate aminotransferase 1,377 U/L, and direct bilirubin 15 mg/dL. ', '9. Coagulation studies reveal an international normalized ratio of 3.8. ', '10. On serological testing, HBsAg is positive, and HBsAb is negative.']","{'gender': 'Male', 'age': '32 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
121,Which of the following is the most likely diagnosis in this patient?,"['A 23-year-old African American G1P0 woman at 18 weeks estimated gestational age presents with fatigue and lethargy.', 'She says the symptoms onset gradually about 1 week ago and have progressively worsened.', 'She has been otherwise healthy.', 'Past medical history is unremarkable.', 'She denies smoking, drug or alcohol use.', 'The patient is afebrile and vital signs are within normal limits.', 'Her physical examination is unremarkable.', 'Her blood count shows the following: | Hemoglobin 10.8 g/dL | Red blood cell count 5.7 million/mm3 | Mean corpuscular volume (MCV) 76 μm3 | Red cell distribution width 12.4% (ref: 11.5–14.5%) | She is empirically started on ferrous gluconate tablets.', 'Five weeks later, she shows no improvement in her hemoglobin level.', 'Hemoglobin electrophoresis is normal.']",10,"{'A': 'Iron deficiency anemia', 'B': 'Beta-thalassemia trait', 'C': 'Alpha-thalassemia trait', 'D': 'Folate deficiency anemia'}",Alpha-thalassemia trait,C,,"['1. Patient is a 23-year-old African American G1P0 woman.', '2. Patient is at 18 weeks estimated gestational age.', '3. Patient presents with fatigue and lethargy.', '4. Symptoms onset gradually about 1 week ago and have progressively worsened.', '5. Patient has been otherwise healthy.', '6. Past medical history is unremarkable.', '7. Patient denies smoking, drug or alcohol use.', '8. Patient is afebrile and vital signs are within normal limits.', '9. Physical examination is unremarkable.', '10. Hemoglobin is 10.8 g/dL.', '11. Red blood cell count is 5.7 million/mm3.', '12. Mean corpuscular volume (MCV) is 76 μm3.', '13. Red cell distribution width is 12.4% (ref: 11.5–14.5%).', '14. Patient is empirically started on ferrous gluconate tablets.', '15. Five weeks later, patient shows no improvement in her hemoglobin level.', '16. Hemoglobin electrophoresis is normal.']","{'gender': 'Female', 'age': '23 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Hematology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Obstetrics and Gynecology'}",Internal Medicine
122,Which of the following antibodies is most likely responsible for this patient’s condition?,"['A 25-year-old man presents to his primary care physician with complaints of coughing up blood in his sputum and dark-colored urine for 1 week.', 'There are streaks of blood intermixed with phlegm.', 'He also expresses concerns about his urine being grossly dark brown.', 'He denies any history of major bleeding from minor injuries.', 'He is currently not taking any medications.', 'His family history is negative for bleeding disorders.', 'The vital signs include blood pressure 160/100 mm Hg, pulse 88/min, temperature 36.8°C (98.2°F), and respiratory rate 11/min.', 'On physical examination, there are no significant clinical findings.', 'The urinalysis results are as follows: | pH 6.7 | Color dark brown | Red blood cell (RBC) count 12–14/HPF | White blood cell (WBC) count 3–4/HPF | Protein absent | Cast RBC and granular casts | Glucose absent | Crystal none | Ketone absent | Nitrite absent  | 24 hours of urine protein excretion 1 g |     His renal function test showed: | Sodium 136 mEq/L | Potassium 5.1 mEq/L | Chloride 101 mEq/L | Bicarbonate 22 mEq/L | Albumin 3.5 mg/ dL | Urea nitrogen 28 mg/dL | Creatinine 2.5 mg/dL | Uric Acid 6.8 mg/ dL | Calcium 8.7 mg/ dL | Glucose 111 mg/dL | HPF: high-power field | A kidney biopsy is obtained and the immunofluorescence shows linear immunoglobulin G (IgG) deposition in the glomeruli.']",9,"{'A': 'Anti-neutrophil cytoplasmic antibody (c-ANCA)', 'B': 'Anti-phospholipid antibody', 'C': 'Anti-glomerular basement membrane antibody (anti-GBM)', 'D': 'Anti-dsDNA antibody'}",Anti-glomerular basement membrane antibody (anti-GBM),C,,"['1. A 25-year-old man presents to his primary care physician with complaints of coughing up blood in his sputum and dark-colored urine for 1 week.', '2. There are streaks of blood intermixed with phlegm.', '3. He also expresses concerns about his urine being grossly dark brown.', '4. He denies any history of major bleeding from minor injuries.', '5. He is currently not taking any medications.', '6. His family history is negative for bleeding disorders.', '7. The vital signs include blood pressure 160/100 mm Hg, pulse 88/min, temperature 36.8°C (98.2°F), and respiratory rate 11/min.', '8. On physical examination, there are no significant clinical findings.', '9. The urinalysis results show a pH of 6.7, color dark brown, RBC count 12–14/HPF, WBC count 3–4/HPF, protein absent, RBC and granular casts, glucose absent, crystal none, ketone absent, and nitrite absent.', '10. 24 hours of urine protein excretion is 1 g.', '11. His renal function test shows sodium 136 mEq/L, potassium 5.1 mEq/L, chloride 101 mEq/L, bicarbonate 22 mEq/L, albumin 3.5 mg/dL, urea nitrogen 28 mg/dL, creatinine 2.5 mg/dL, uric acid 6.8 mg/dL, calcium 8.7 mg/dL, and glucose 111 mg/dL.', '12. A kidney biopsy is obtained and the immunofluorescence shows linear immunoglobulin G (IgG) deposition in the glomeruli.']","{'gender': 'Male', 'age': '25 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Nephrology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
123,Which of the following would be the best next step in the management of this patient?,"['A 72-year-old man presents to his physician’s office with difficulty breathing and chronic fatigue.', 'Over the past few months, he has felt that it is difficult to retain his energy throughout the day.', 'He is disturbed because he has to skip many social events because of his inability to participate.', 'He also says that lately, he has had difficulty catching his breath after walking for just a few blocks.', 'Other than well-controlled diabetes, his past medical history is insignificant.', 'On physical examination, moderate conjunctival pallor is noted.', 'His recent blood count shows a hemoglobin level of 10.3 g/dl, hematocrit of 24%, serum ferritin level of 10 ng/ml, and a red cell distribution width of 16.5%.']",7,"{'A': 'Colonoscopy', 'B': 'Vitamin B12 levels', 'C': 'Endoscopy', 'D': 'Iron supplementation'}",Colonoscopy,A,,"[""1. A 72-year-old man presents to his physician's office with difficulty breathing and chronic fatigue."", '2. Over the past few months, he has felt that it is difficult to retain his energy throughout the day.', '3. He is disturbed because he has to skip many social events because of his inability to participate.', '4. He also says that lately, he has had difficulty catching his breath after walking for just a few blocks.', '5. Other than well-controlled diabetes, his past medical history is insignificant.', '6. On physical examination, moderate conjunctival pallor is noted.', '7. His recent blood count shows a hemoglobin level of 10.3 g/dl.', '8. His recent blood count shows a hematocrit of 24%.', '9. His recent blood count shows a serum ferritin level of 10 ng/ml.', '10. His recent blood count shows a red cell distribution width of 16.5%.']","{'gender': 'Male', 'age': '72 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Pulmonary Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
124,The organism that is most likely responsible for this patient's symptoms has which of the following structures?,"['A 32-year-old man presents to the emergency department with fever, weight loss, and right upper quadrant pain.', 'He says that he started experiencing nausea and fatigue after he returned from a honeymoon trip to Asia with his wife.', 'Notably, she is 5 months pregnant with their first child.', 'On presentation, his temperature is 100.8°F (38.2°C), blood pressure is 118/79 mmHg, pulse is 81/min, and respirations are 14/min.', 'Physical exam reveals a jaundiced patient with a palpable liver edge as well as splenomegaly.', 'Labs are sent in order to confirm the diagnosis.', ""After confirmation, the patient's wife is immediately tested as well because she is at a much higher risk of fatal complications from this infection.""]",7,"{'A': 'Enveloped dsDNA virus', 'B': 'Enveloped (-) RNA virus', 'C': 'Enveloped (+) RNA virus', 'D': 'Non-enveloped (+) RNA hepevirus'}",Non-enveloped (+) RNA hepevirus,D,,"['1. A 32-year-old man presents to the emergency department.', '2. He has fever, weight loss, and right upper quadrant pain.', '3. He started experiencing nausea and fatigue after returning from a honeymoon trip to Asia with his wife.', '4. His wife is 5 months pregnant with their first child.', '5. On presentation, his temperature is 100.8°F (38.2°C).', '6. His blood pressure is 118/79 mmHg.', '7. His pulse is 81/min.', '8. His respirations are 14/min.', '9. Physical exam reveals a jaundiced patient with a palpable liver edge.', '10. Physical exam reveals splenomegaly.', '11. Labs are sent in order to confirm the diagnosis.', ""12. After confirmation, the patient's wife is immediately tested as well."", '13. She is at a much higher risk of fatal complications from this infection.']","{'gender': 'Male', 'age': '32 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease', 'Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
125,What medication should be administered to this patient?,"['A 59-year-old man presents to the emergency room with shortness of breath and swelling of his feet and legs.', 'He denies any past medical problems, surgeries, medications, or illicit drug use.', 'He reports drinking a few beers each night.', 'He is diagnosed with a first episode of congestive heart failure and is admitted to the hospital.', 'The next day, the nurse notices that his hands are shaky when he extends his arms.', 'The patient says that he couldn’t sleep the night before and that he feels restless, anxious, and slightly nauseated.', 'On the second night of admission the patient becomes agitated.', 'He is disoriented, cannot remember where he is, and appears globally confused.', 'His pulse is 125/min, blood pressure is 170/110 mmHg, and temperature is 101.7°F (38.7°C).', 'He is diaphoretic and his hands are shaking at rest.', 'He cries out in fear reporting voices whispering in his room and strange shadows passing over the walls.']",11,"{'A': 'Flumazenil', 'B': 'Benzodiazepines', 'C': 'Dantrolene', 'D': 'Fomepizole'}",Benzodiazepines,B,,"['1. A 59-year-old man presents to the emergency room with shortness of breath and swelling of his feet and legs.', '2. He denies any past medical problems, surgeries, medications, or illicit drug use.', '3. He reports drinking a few beers each night.', '4. He is diagnosed with a first episode of congestive heart failure and is admitted to the hospital.', '5. The next day, the nurse notices that his hands are shaky when he extends his arms.', '6. The patient says that he couldn’t sleep the night before and that he feels restless, anxious, and slightly nauseated.', '7. On the second night of admission the patient becomes agitated.', '8. He is disoriented, cannot remember where he is, and appears globally confused.', '9. His pulse is 125/min, blood pressure is 170/110 mmHg, and temperature is 101.7°F (38.7°C).', '10. He is diaphoretic and his hands are shaking at rest.', '11. He cries out in fear reporting voices whispering in his room and strange shadows passing over the walls.']","{'gender': 'Male', 'age': '59', 'specialties': ['Internal Medicine'], 'subspecialties': ['Cardiology', 'Cardiovascular Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
