,question,context,context_len,options,answer,answer_idx,explanation,facts,patient,specialty
96,Which of the following is the most likely diagnosis?,"['A 2-year-old girl is brought to the physician because of abdominal distention and twitching of her feet, which her mother noticed a week ago.', 'The patient has also had a low-grade fever for 5 days.', 'She has not had a bowel movement in 3 days.', 'She was born at term and has been healthy since.', 'She is at the 40th percentile for height and 20th percentile for weight.', 'Her temperature is 38.1°C (100.6°F), pulse is 128/min, and blood pressure is 135/82 mm Hg.', 'Examination shows an irregular palpable mass that crosses the midline of the abdomen.', 'The liver is palpated 3 cm below the right costal margin.', 'There are erratic movements of the eyes.', 'A 24-hour urine collection shows elevated homovanillic acid and vanillylmandelic acid levels.']",10,"{'A': 'Hodgkin lymphoma', 'B': 'Hepatoblastoma', 'C': 'Nephroblastoma', 'D': 'Neuroblastoma'}",Neuroblastoma,D,,"['1. Patient is a 2-year-old girl.', '2. Mother noticed abdominal distention and twitching of feet a week ago.', '3. Patient has had a low-grade fever for 5 days.', '4. Patient has not had a bowel movement in 3 days.', '5. Patient was born at term and has been healthy since.', '6. Patient is at the 40th percentile for height and 20th percentile for weight.', ""7. Patient's temperature is 38.1°C (100.6°F)."", ""8. Patient's pulse is 128/min."", ""9. Patient's blood pressure is 135/82 mm Hg."", '10. Examination shows an irregular palpable mass that crosses the midline of the abdomen.', '11. Liver is palpated 3 cm below the right costal margin.', '12. There are erratic movements of the eyes.', '13. 24-hour urine collection shows elevated homovanillic acid and vanillylmandelic acid levels.']","{'gender': 'Female', 'age': '2 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Oncology', 'Pediatric Nephrology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Pediatrics'}",Pediatrics
99,Which of the following is the most probable cause of the newborn’s condition?,"['A 29-year-old G3P2 undergoes a cesarean section at 38 weeks gestation and delivers a boy weighing 4570 g with Apgar scores of 5 and 8 at 1 and 5 minutes, respectively.', 'The current pregnancy was complicated by gestational diabetes with poor glycemic control.', 'The newborn’s heart rate is 122/min, the respiratory rate is 31/min, and the temperature 36.4℃ (97.5℉).', 'On examination, the newborn is pale, lethargic, diaphoretic, and has poor muscular tone.', 'The liver is 2 cm below the right costal margin.']",5,"{'A': 'Microangiopathy', 'B': 'Hyperinsulinemia', 'C': 'Hyperglycemia', 'D': 'Polycythemia'}",Hyperinsulinemia,B,,"['1. Patient is 29 years old. ', '2. Patient is G3P2. ', '3. Patient underwent cesarean section at 38 weeks gestation. ', '4. Patient delivered a boy. ', '5. Boy weighed 4570 g. ', '6. Apgar scores at 1 and 5 minutes were 5 and 8, respectively. ', '7. Current pregnancy was complicated by gestational diabetes with poor glycemic control. ', ""8. Newborn's heart rate is 122/min. "", ""9. Newborn's respiratory rate is 31/min. "", ""10. Newborn's temperature is 36.4℃ (97.5℉). "", '11. On examination, newborn is pale, lethargic, diaphoretic, and has poor muscular tone. ', '12. Liver is 2 cm below the right costal margin.']","{'gender': 'Male', 'age': '29 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Neonatal'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
102,"Of the following options, which underlying condition could cause this reaction?","['A 4-year-old boy is referred to the transfusion clinic with malaise, fever, bilateral conjunctivitis, erythema of the oral mucosa, macular rash of the trunk, and inguinal lymphadenopathy following several days of loose stool.', 'The boy was born at 39 weeks gestation via spontaneous vaginal delivery.', 'He is up to date on all vaccines and is meeting all developmental milestones.', 'Kawasaki’s disease is suspected and therapy with intravenous immunoglobulin and aspirin is initiated.', 'Later that day, the patient develops trouble breathing, facial flushing, and rapidly evolving pruritic abdominal rash.', 'He is rushed to the emergency department where his blood pressure is 85/48 mm Hg, heart rate is 120/min, respiratory rate is 26/min, and temperature is 37.0°C (98.6°F).', 'On physical examination, the patient has severe facial edema and severe stridor, which can be heard without a stethoscope.', 'A complete blood count is normal.']",8,"{'A': ""Bruton's agammaglobulinemia"", 'B': 'IgA deficiency', 'C': 'Hyper-IgM syndrome', 'D': 'Hyper-IgD syndrome'}",IgA deficiency,B,,"['1. A 4-year-old boy is referred to the transfusion clinic.', '2. He has malaise, fever, bilateral conjunctivitis, erythema of the oral mucosa, macular rash of the trunk, and inguinal lymphadenopathy.', '3. He had several days of loose stool prior to referral.', '4. He was born at 39 weeks gestation via spontaneous vaginal delivery.', '5. He is up to date on all vaccines and is meeting all developmental milestones.', '6. Kawasaki’s disease is suspected and therapy with intravenous immunoglobulin and aspirin is initiated.', '7. Later that day, the patient develops trouble breathing, facial flushing, and rapidly evolving pruritic abdominal rash.', '8. He is rushed to the emergency department.', '9. His blood pressure is 85/48 mm Hg, heart rate is 120/min, respiratory rate is 26/min, and temperature is 37.0°C (98.6°F).', '10. On physical examination, the patient has severe facial edema and severe stridor, which can be heard without a stethoscope.', '11. A complete blood count is normal.']","{'gender': 'Male', 'age': '4 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
103,What is the mode of inheritance for this patient's disease?,"['A 19-year-old man presents to the physician due to progressively worsening weakness.', 'He also notes that he has been getting tired easily and frequently feels short of breath.', 'Additionally, he notes a protuberant belly that he cannot seem to reduce with diet and exercise.', 'His past medical history is significant for easy bruising since he was very young, requiring at least one transfusion when he was younger.', 'He takes no medications.', 'His blood pressure is 125/92 mm Hg, pulse is 90/min, respiratory rate 12/min, and temperature is 36.6°C (97.9°F).', 'Physical examination reveals hepatomegaly and splenomegaly.', 'Several bruises can be seen on the inside of his arms and legs.', 'Laboratory testing shows: | Hematocrit 23% | Erythrocyte count 2.2 million/mm3 | Thrombocyte count  25,000/mm3 | A bone marrow biopsy shows decreased trilineage hematopoiesis and macrophages with a crinkled tissue-paper appearance.']",9,"{'A': 'Autosomal dominant', 'B': 'X-linked recessive', 'C': 'Autosomal recessive', 'D': 'X-linked dominant'}",Autosomal recessive,C,,"['1. A 19-year-old man presents to the physician due to progressively worsening weakness.', '2. He also notes that he has been getting tired easily and frequently feels short of breath.', '3. Additionally, he notes a protuberant belly that he cannot seem to reduce with diet and exercise.', '4. His past medical history is significant for easy bruising since he was very young, requiring at least one transfusion when he was younger.', '5. He takes no medications.', '6. His blood pressure is 125/92 mm Hg.', '7. His pulse is 90/min.', '8. His respiratory rate is 12/min.', '9. His temperature is 36.6°C (97.9°F).', '10. Physical examination reveals hepatomegaly and splenomegaly.', '11. Several bruises can be seen on the inside of his arms and legs.', '12. Laboratory testing shows a hematocrit of 23%.', '13. Laboratory testing shows an erythrocyte count of 2.2 million/mm3.', '14. Laboratory testing shows a thrombocyte count of 25,000/mm3.', '15. A bone marrow biopsy shows decreased trilineage hematopoiesis and macrophages with a crinkled tissue-paper appearance.']","{'gender': 'Male', 'age': '19 years old', 'specialties': ['Pediatrics', 'Medical Genetics and Genomics'], 'subspecialties': ['General Medical Genetics and Genomics', 'Neuromuscular Medicine', 'General Pediatrics'], 'specialty_prob': [0.5, 0.5], 'subspecialty_prob': [0.5, 0.25, 0.25], 'gpt_specialty': 'Neurology'}",Pediatrics
104,What is the best next step in terms of managing this patient?,"['A 1-day-old boy is brought to the emergency room by his parents for difficulty breathing.', 'He was delivered at home via vaginal birth with no complications.', 'The mom received minimal prenatal care as she wanted the most natural process for her child.', 'The mom reports that he has been relatively healthy expect for when he feeds he gets a little fussy.', 'However, these episodes self-resolve after he curls up his legs.', 'A physical examination demonstrates a baby in acute distress with subcostal retractions and cyanosis at the distal extremities.', 'A 5/6 systolic ejection murmur is heard at the left upper sternal border.']",7,"{'A': 'Administer warming blankets', 'B': 'Give prostaglandin E1', 'C': 'Immediate surgical repair', 'D': 'Obtain lumbar puncture for CSF analysis'}",Give prostaglandin E1,B,,"['1. A 1-day-old boy is brought to the emergency room by his parents.', '2. He was delivered at home via vaginal birth with no complications.', '3. The mom received minimal prenatal care.', '4. The mom wanted the most natural process for her child.', '5. The mom reports that he has been relatively healthy.', '6. He gets a little fussy when he feeds.', '7. These episodes self-resolve after he curls up his legs.', '8. A physical examination demonstrates a baby in acute distress.', '9. Subcostal retractions and cyanosis at the distal extremities are present.', '10. A 5/6 systolic ejection murmur is heard at the left upper sternal border.']","{'gender': 'Male', 'age': '1 day old', 'specialties': ['Pediatrics'], 'subspecialties': ['Neonatal'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
109,Which of the following options best describes the pathogenesis of edema in this patient?,"['A 6-year-old boy is brought to the pediatrician with swelling around the eyes, lower extremity edema, and abdominal distension for the past 3 days.', 'There is no history of hematuria or decreased urine output.', 'His temperature is 36.9°C (98.4°F), pulse rate is 88/min, blood pressure is 98/70 mm Hg, and respiratory rate is 20/min.', 'On physical examination, 2+ pitting edema is present in the lower limbs and the periorbital region.', 'The abdomen is distended with a positive fluid wave.', 'Laboratory studies show: | Serum creatinine 0.8 mg/dL | Serum albumin 1.5 g/dL | Serum cholesterol 260 mg/dL | Serum C3 and C4 Normal | Urine protein/creatinine ratio 3.1 mg/mg | The patient is diagnosed with minimal change disease.']",6,"{'A': 'Increased capillary hydrostatic pressure', 'B': 'Increased capillary permeability', 'C': 'Increased interstitial oncotic pressure', 'D': 'Decreased oncotic pressure gradient across capillary'}",Decreased oncotic pressure gradient across capillary,D,,"['1. A 6-year-old boy is brought to the pediatrician with swelling around the eyes, lower extremity edema, and abdominal distension for the past 3 days.', '2. There is no history of hematuria or decreased urine output.', '3. His temperature is 36.9°C (98.4°F).', '4. His pulse rate is 88/min.', '5. His blood pressure is 98/70 mm Hg.', '6. His respiratory rate is 20/min.', '7. On physical examination, 2+ pitting edema is present in the lower limbs and the periorbital region.', '8. The abdomen is distended with a positive fluid wave.', '9. Laboratory studies show serum creatinine 0.8 mg/dL.', '10. Laboratory studies show serum albumin 1.5 g/dL.', '11. Laboratory studies show serum cholesterol 260 mg/dL.', '12. Laboratory studies show serum C3 and C4 Normal.', '13. Laboratory studies show urine protein/creatinine ratio 3.1 mg/mg.', '14. The patient is diagnosed with minimal change disease.']","{'gender': 'Male', 'age': '6 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Nephrology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
120,Which of the following laboratory findings would confirm the most likely diagnosis in this patient?,"['An 11-year-old boy presents to the office with his mother for the evaluation of weight loss, rash, and several weeks of bloating and diarrhea.', 'The mother states that the patient’s father had similar symptoms at his age.', 'On physical examination, the patient is pale with dry mucous membranes.', 'There is a vesicular rash on the bilateral lower extremities which he says is ‘very itchy’.']",4,"{'A': 'HLA-DQ2', 'B': 'Anti-tTG or gliadin antibodies', 'C': 'Anti-lactase antibodies', 'D': 'HLA-B27'}",Anti-tTG or gliadin antibodies,B,,"['1. An 11-year-old boy presents to the office with his mother.', '2. The evaluation is for weight loss, rash, and several weeks of bloating and diarrhea.', ""3. The mother states that the patient's father had similar symptoms at his age."", '4. On physical examination, the patient is pale with dry mucous membranes.', '5. There is a vesicular rash on the bilateral lower extremities.', ""6. The patient says the rash is 'very itchy'.""]","{'gender': 'Male', 'age': '11 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
130,The patient's symptoms are most likely caused by disruption of which of the following steps in protein synthesis?,"['A 4-year-old girl is brought to the physician with progressively worsening fever, malaise, and a sore throat.', 'Her parents say “Our daughter has not received vaccinations because her body has to learn how to fight infections.” Her temperature is 38.5˚C (101.3 F).', 'Physical examination shows marked cervical lymphadenopathy.', 'There are gray-white membranes over the tonsils and posterior pharynx that bleed when scraped off.']",4,"{'A': 'Folding of completed proteins', 'B': 'Translocation of the ribosome along the mRNA', 'C': 'Binding of tRNA to the A site', 'D': 'Release of completed protein from ribosome'}",Translocation of the ribosome along the mRNA,B,,"['1. A 4-year-old girl is brought to the physician.', '2. She has progressively worsening fever, malaise, and a sore throat.', '3. Her parents say she has not received vaccinations because her body has to learn how to fight infections.', '4. Her temperature is 38.5˚C (101.3 F).', '5. Physical examination shows marked cervical lymphadenopathy.', '6. There are gray-white membranes over the tonsils and posterior pharynx.', '7. The gray-white membranes bleed when scraped off.']","{'gender': 'Female', 'age': '4 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
131,Which of the following is the most appropriate next step in management?,"['A previously healthy 11-month-old boy is brought to the emergency department for the evaluation of abdominal pain and vomiting.', 'His mother states that over the past 6 hours he has been having intermittent episodes of inconsolable crying, during which he “grabs his abdomen and draws up his legs.” These episodes have been accompanied by nonbloody, nonbilious vomiting and reddish, mucoid bowel movements.', 'He appears sleepy.', 'His temperature is 38.1°C (100.6°F), blood pressure 100/60 mm Hg, pulse is 110/min, and respirations are 24/min.', 'He cries when his abdomen is palpated.', 'The remainder of the examination shows no abnormalities.', 'A complete blood count shows a leukocyte count of 12,000/mm3.', 'Serum electrolyte levels are within normal limits.', 'An abdominal x-ray shows no free air.', 'An abdominal ultrasonography is shown.']",10,"{'A': 'Air enema', 'B': 'Appendectomy', 'C': 'Technetium-99m pertechnetate scan', 'D': 'Pyloromyotomy'}",Air enema,A,,"['1. A previously healthy 11-month-old boy is brought to the emergency department for the evaluation of abdominal pain and vomiting.', '2. His mother states that over the past 6 hours he has been having intermittent episodes of inconsolable crying, during which he “grabs his abdomen and draws up his legs.”', '3. These episodes have been accompanied by nonbloody, nonbilious vomiting and reddish, mucoid bowel movements.', '4. He appears sleepy.', '5. His temperature is 38.1°C (100.6°F), blood pressure 100/60 mm Hg, pulse is 110/min, and respirations are 24/min.', '6. He cries when his abdomen is palpated.', '7. The remainder of the examination shows no abnormalities.', '8. A complete blood count shows a leukocyte count of 12,000/mm3.', '9. Serum electrolyte levels are within normal limits.', '10. An abdominal x-ray shows no free air.', '11. An abdominal ultrasonography is shown.']","{'gender': 'Male', 'age': '11 months', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics', 'Pediatric Surgery'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Pediatrics'}",Pediatrics
133,Which of the following is the most likely karyotype abnormality in this infant?,"['A 2-day-old girl born at 32 weeks gestation to a 42-year-old woman is being examined by a resident.', 'The examination reveals a very small head circumference with low set ears, a prominent occiput, and a comparatively small mandible.', 'A picture of the infant’s fist is given below.', 'A bilateral foot deformity is present.']",4,"{'A': '47, XXX', 'B': 'Trisomy 21', 'C': 'Trisomy 18', 'D': '47, XXY'}",Trisomy 18,C,,"['1. A 2-day-old girl was born at 32 weeks gestation.', ""2. The girl's mother is 42 years old."", '3. The girl is being examined by a resident.', '4. The examination reveals a very small head circumference.', '5. The examination reveals low set ears.', '6. The examination reveals a prominent occiput.', '7. The examination reveals a comparatively small mandible.', ""8. A picture of the infant's fist is given."", '9. A bilateral foot deformity is present.']","{'gender': 'Female', 'age': '2 days old', 'specialties': ['Pediatrics', 'Medical Genetics and Genomics'], 'subspecialties': ['Neonatal', 'Clinical Genetics and Genomics'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Medical Genetics and Genomics'}",Pediatrics
136,Which of the following is the most likely diagnosis?,"['A 5-year-old boy is brought to the physician because of high-grade fever and generalized fatigue for 5 days.', 'Two days ago, he developed a rash on his trunk.', 'He returned from a family hiking trip to Montana 1 week ago.', 'His immunization records are unavailable.', 'His temperature is 39.8°C (103.6°F), pulse is 111/min, and blood pressure is 96/60 mm Hg.', 'Examination shows injection of the conjunctivae bilaterally.', 'The tongue and pharynx are erythematous.', 'Tender cervical lymphadenopathy is present on the left.', 'There is a macular rash over the trunk and extremities.', 'Bilateral knee joints are swollen and tender; range of motion is limited by pain.', 'Cardiopulmonary examination shows no abnormalities.']",11,"{'A': 'Staphylococcal scalded skin syndrome', 'B': 'Juvenile idiopathic arthritis', 'C': 'Granulomatosis with polyangiitis', 'D': 'Kawasaki disease\n""'}","Kawasaki disease
""",D,,"['1. A 5-year-old boy is brought to the physician.', '2. He has had high-grade fever and generalized fatigue for 5 days.', '3. Two days ago, he developed a rash on his trunk.', '4. He returned from a family hiking trip to Montana 1 week ago.', '5. His immunization records are unavailable.', '6. His temperature is 39.8°C (103.6°F).', '7. His pulse is 111/min.', '8. His blood pressure is 96/60 mm Hg.', '9. Examination shows injection of the conjunctivae bilaterally.', '10. The tongue and pharynx are erythematous.', '11. Tender cervical lymphadenopathy is present on the left.', '12. There is a macular rash over the trunk and extremities.', '13. Bilateral knee joints are swollen and tender.', '14. Range of motion is limited by pain.', '15. Cardiopulmonary examination shows no abnormalities.']","{'gender': 'Male', 'age': '5 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics', 'Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Pediatrics'}",Pediatrics
144,Which of the following treatments would be effective for this patient’s most likely condition?,"['A 12-year-old boy is brought to his pediatrician in order to be medically cleared for playing baseball.', 'On presentation, the boy’s only complaint is that he has never been able to completely keep up with his classmates during gym or on the playground because he feels fatigued and short of breath.', 'A review of his prior medical history reveals that he hit all his developmental milestones as expected and has otherwise been healthy.', 'He lives with his parents and eats a diet consisting of mostly fast food and soda.', 'Physical exam reveals a thin, pale boy with decreased color under his eyelids.', ""A panel of hematologic tests are obtained with the following results: |  | Hemoglobin: 11 g/dL | Leukocyte count: 4,250/mm^3 | Platelet count: 185,000/mm^3 | Mean corpuscular volume: 116 µm^3 | Blood smear: neutrophils with extra lobes |  | Crystals are also found within this patient's urine.""]",6,"{'A': 'Administration of uridine', 'B': 'Administration of purine', 'C': 'Cobalamin supplementation', 'D': 'Folate supplementation'}",Administration of uridine,A,,"['1. A 12-year-old boy is brought to his pediatrician in order to be medically cleared for playing baseball.', ""2. The boy's only complaint is that he has never been able to completely keep up with his classmates during gym or on the playground because he feels fatigued and short of breath."", '3. A review of his prior medical history reveals that he hit all his developmental milestones as expected and has otherwise been healthy.', '4. He lives with his parents and eats a diet consisting of mostly fast food and soda.', '5. Physical exam reveals a thin, pale boy with decreased color under his eyelids.', '6. A panel of hematologic tests are obtained with the following results: Hemoglobin: 11 g/dL, Leukocyte count: 4,250/mm^3, Platelet count: 185,000/mm^3, Mean corpuscular volume: 116 µm^3, Blood smear: neutrophils with extra lobes.', ""7. Crystals are also found within this patient's urine.""]","{'gender': 'Male', 'age': '12 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Sports Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
147,Which of the following is the most appropriate initial step in treatment?,"['A previously healthy 2-year-old girl is brought to the physician by her mother because of a dry, harsh cough for 2 days that worsens at night.', 'She has also had mild rhinorrhea and fever.', 'Her older brother has asthma and had a cold last week.', 'Immunizations are up-to-date.', 'She appears to be in mild distress.', 'Her temperature is 38.1°C (100.5°F), pulse is 140/min, respirations are 35/min, and blood pressure is 99/56 mm Hg.', 'Pulse oximetry on room air shows an oxygen saturation of 96%.', 'Examination shows clear rhinorrhea and a dry, hoarse cough.', 'There is mild inspiratory stridor upon agitation that resolves with rest.', 'The remainder of the examination shows no abnormalities.']",10,"{'A': 'Ceftriaxone', 'B': 'Bronchoscopy', 'C': 'Chest x-ray', 'D': 'Cool mist and dexamethasone'}",Cool mist and dexamethasone,D,,"['1. Patient is a 2-year-old girl.', '2. Patient is brought to the physician by her mother.', '3. Patient has a dry, harsh cough for 2 days that worsens at night.', '4. Patient has mild rhinorrhea and fever.', ""5. Patient's older brother has asthma and had a cold last week."", ""6. Patient's immunizations are up-to-date."", '7. Patient appears to be in mild distress.', ""8. Patient's temperature is 38.1°C (100.5°F)."", ""9. Patient's pulse is 140/min."", ""10. Patient's respirations are 35/min."", ""11. Patient's blood pressure is 99/56 mm Hg."", '12. Pulse oximetry on room air shows an oxygen saturation of 96%.', '13. Examination shows clear rhinorrhea and a dry, hoarse cough.', '14. Examination shows mild inspiratory stridor upon agitation that resolves with rest.', '15. Examination shows no other abnormalities.']","{'gender': 'Female', 'age': '2 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['General Pediatrics', 'Pediatric Pulmonology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Pediatrics'}",Pediatrics
151,Which of the following microorganisms is the most likely cause of this patient’s symptoms?,"['A 12-year-old girl brought to the clinic by her mother has a 3-day history of fever and sore throat and hematuria since this morning.', 'The patient’s mother says she had a fever up to 39.5℃ (103.1℉) for the last 3 days and a severe sore throat, which has improved slightly.', 'The mother states that she noticed her daughter had red urine today.', 'The patient’s temperature is 39.3℃ (102.8℉), pulse is 89/min, respiratory rate is 25/min, and blood pressure is 109/69 mm Hg.', 'On physical examination, her pharynx is erythematous.', 'There is significant swelling of the tonsils bilaterally, and there is a white exudate covering them.', 'Ophthalmologic examination reveals evidence of conjunctivitis bilaterally.', 'Otoscopic examination is significant for gray-white tympanic membranes bilaterally.', 'The remainder of the exam is unremarkable.', 'A urine dipstick is performed and shows the following results: | Urine Dipstick | Specific Gravity 1.019 | Glucose None | Ketones None | Nitrites Negative | Leukocyte Esterase Negative | Protein None | Blood 3+ |  .']",10,"{'A': 'Streptococcus pyogenes', 'B': 'Adenovirus', 'C': 'Escherichia coli O157:H7', 'D': 'Proteus mirabilis'}",Adenovirus,B,,"['1. A 12-year-old girl was brought to the clinic by her mother.', '2. The patient has a 3-day history of fever and sore throat.', '3. The patient has had hematuria since this morning.', ""4. The patient's mother says the fever has been up to 39.5℃ (103.1℉) for the last 3 days."", ""5. The patient's mother says the sore throat has improved slightly."", ""6. The patient's mother noticed her daughter had red urine today."", ""7. The patient's temperature is 39.3℃ (102.8℉)."", ""8. The patient's pulse is 89/min."", ""9. The patient's respiratory rate is 25/min."", ""10. The patient's blood pressure is 109/69 mm Hg."", ""11. On physical examination, the patient's pharynx is erythematous."", '12. There is significant swelling of the tonsils bilaterally.', '13. There is a white exudate covering the tonsils bilaterally.', '14. Ophthalmologic examination reveals evidence of conjunctivitis bilaterally.', '15. Otoscopic examination is significant for gray-white tympanic membranes bilaterally.', '16. The remainder of the exam is unremarkable.', '17. A urine dipstick was performed.', '18. The urine dipstick showed a specific gravity of 1.019.', '19. The urine dipstick showed no glucose.', '20. The urine dipstick showed no ketones.', '21. The urine dipstick showed negative nitrites.', '22. The urine dipstick showed negative leukocyte esterase.', '23. The urine dipstick showed no protein.', '24. The urine dipstick showed 3+ blood.']","{'gender': 'Female', 'age': '12 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Nephrology', 'Pediatric Infectious Diseases'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Pediatrics'}",Pediatrics
153,What additional diagnostic test would be helpful in establishing a diagnosis?,"['A 4-year-old Caucasian girl previously diagnosed with asthma presents with recurrent sinusitis, otitis media, and clubbing of the nail bed.', 'Family history is significant for a distant cousin with cystic fibrosis.', 'A ""sweat test"" is performed and comes back normal.']",3,"{'A': 'Nasal transepithelial potential difference', 'B': 'Skeletal survey', 'C': 'Complete blood cell count', 'D': 'Urinalysis'}",Nasal transepithelial potential difference,A,,"['1. Patient is a 4-year-old Caucasian girl.', '2. Patient has a previous diagnosis of asthma.', '3. Patient presents with recurrent sinusitis.', '4. Patient presents with otitis media.', '5. Patient has clubbing of the nail bed.', '6. Patient has a family history of a distant cousin with cystic fibrosis.', '7. A ""sweat test"" was performed.', '8. The ""sweat test"" came back normal.']","{'gender': 'Female', 'age': '4 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Pulmonology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
155,Which of the following is the most appropriate next step in the management of this patient?,"['An 8-year-old boy presents with abdominal pain and constipation.', 'The patient’s mother says that the symptoms gradually onset 2 months ago.', 'The patient describes the pain as moderate to severe, gnawing and diffusely localized.', 'No significant past medical history and no current medications.', 'The patient lives in a house built in the 1990s with his parents and has a sister who goes to daycare.', 'His mother mentioned that he is a good student but has been irritable lately, and his homework has been full of careless mistakes.', 'The vital signs include: temperature 37.0°C (98.6°F), blood pressure 100/65 mm Hg, pulse 82/min, respiratory rate 19/min, and oxygen saturation 99% on room air.', 'On physical examination, the patient is alert and cooperative.', 'The abdomen is diffusely tender to palpation with no rebound or guarding.', 'There is a left wrist drop.', 'A nontender, flat bluish line above the gums is noted.', 'Laboratory results are significant for the following: | Sodium 141 mEq/L | Potassium 4.1 mEq/L | Chloride 101 mEq/L | Bicarbonate 25 mEq/L | Blood urea nitrogen (BUN) 27 mg/dL | Creatinine 1.7 mg/dL | Glucose (fasting) 80 mg/dL | White blood cell (WBC) count 8,700/mm3 | Red blood cell (RBC) count 4.20 x 106/mm3 | Hematocrit 41.5% | Hemoglobin 10.3 g/dL | Platelet count 190,000/mm3 | Mean corpuscular volume (MCV) 65 mm3 | Lead 72 mcg/dL. ']",12,"{'A': 'Chelation therapy with dimercaptosuccinic acid (succimer)', 'B': 'Chelation therapy with dimercaprol', 'C': 'Chelation therapy with dimercaprol and calcium disodium edetate (EDTA)', 'D': 'Plain abdominal radiographs'}",Chelation therapy with dimercaprol and calcium disodium edetate (EDTA),C,,"['1. Patient is 8 years old.', '2. Patient presents with abdominal pain and constipation.', '3. Symptoms gradually onset 2 months ago.', '4. Patient describes pain as moderate to severe, gnawing and diffusely localized.', '5. No significant past medical history and no current medications.', '6. Patient lives in a house built in the 1990s with his parents and has a sister who goes to daycare.', '7. Patient is a good student but has been irritable lately, and his homework has been full of careless mistakes.', '8. Vital signs include: temperature 37.0°C (98.6°F), blood pressure 100/65 mm Hg, pulse 82/min, respiratory rate 19/min, and oxygen saturation 99% on room air.', '9. Patient is alert and cooperative on physical examination.', '10. Abdomen is diffusely tender to palpation with no rebound or guarding.', '11. Left wrist drop is present.', '12. Nontender, flat bluish line above the gums is noted.', '13. Laboratory results are significant for sodium 141 mEq/L, potassium 4.1 mEq/L, chloride 101 mEq/L, bicarbonate 25 mEq/L, BUN 27 mg/dL, creatinine 1.7 mg/dL, and glucose (fasting) 80 mg/dL, White blood cell (WBC) count 8,700/mm3, Red blood cell (RBC) count 4.20 x 106/mm3, Hematocrit 41.5%, Hemoglobin 10.3 g/dL, Platelet count 190,000/mm3, Mean corpuscular volume (MCV) 65 mm3, Lead 72 mcg/dL.']","{'gender': 'Male', 'age': '8 years old', 'specialties': ['Pediatrics'], 'subspecialties': ['Pediatric Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Pediatrics'}",Pediatrics
